Crédito,Status da conta corrente existente,Duração em meses,Histórico de crédito,Finalidade,Valor do crédito,Conta de poupança/títulos,Tempo de emprego atual,Taxa de prestação em porcentagem da renda disponível,Estado civil e sexo,Outros devedores/garantidores,Residência atual desde,Propriedade,Idade em anos,Outros planos de parcelamento,Habitação,Número de créditos existentes neste banco,Ocupação,Número de pessoas a quem deve prestar sustento,Telefone,Trabalhador estrangeiro
Bom,estavel,10,Crítico,Carro novo,781,Minimo,7-+,4,Homem - solteiro,none,4,Desconhecido/nenhum,63,none,for-free,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,18,Em dia,Móveis/equipamentos,1924,none,Menos de 1,4,Mulher - divorciada/separada/casada,none,3,Imóvel,27,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,12,Crítico,Carro novo,2121,Minimo,good-to-4,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,30,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Rádio/televisão,701,Minimo,good-to-4,4,Homem - casado/viúvo,none,2,Imóvel,40,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,12,Em dia,Reparos,639,Minimo,good-to-4,4,Homem - solteiro,none,2,Carro/outro,30,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,12,Crítico,Carro usado,1860,Minimo,Desempregado,4,Homem - solteiro,none,2,Carro/outro,34,none,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,12,Crítico,Carro novo,3499,Minimo,good-to-4,3,Mulher - divorciada/separada/casada,Co-requerente,2,Imóvel,29,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,48,Em dia,Carro novo,8487,none,4-to-7,1,Mulher - divorciada/separada/casada,none,2,Carro/outro,24,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,36,Atraso passado,Educação,6887,Minimo,good-to-4,4,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,29,stores,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,15,Em dia,Móveis/equipamentos,2708,Minimo,Menos de 1,2,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,27,bank,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Em dia,Móveis/equipamentos,1984,Minimo,good-to-4,4,Homem - solteiro,none,4,Desconhecido/nenhum,47,bank,for-free,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,60,Em dia,Rádio/televisão,10144,Baixo,4-to-7,2,Mulher - divorciada/separada/casada,none,4,Imóvel,21,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Crítico,Rádio/televisão,1240,none,7-+,4,Mulher - divorciada/separada/casada,none,2,Imóvel,38,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,27,Atraso passado,Carro usado,8613,Alto,good-to-4,2,Homem - solteiro,none,2,Carro/outro,27,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,12,Em dia,Rádio/televisão,766,Medio,good-to-4,4,Homem - solteiro,none,3,Imóvel,66,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,15,Crítico,Rádio/televisão,2728,none,4-to-7,4,Homem - solteiro,Fiador,2,Imóvel,35,bank,Dono,3,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,12,Em dia,Rádio/televisão,1881,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,none,2,Carro/outro,44,none,Aluguel,1,Residente não qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,6,Em dia,Carro novo,709,Alto,Menos de 1,2,Homem - casado/viúvo,none,2,Imóvel,27,none,Dono,1,Não qualificado/não residente,1,Sem Telefone,Trabalhador Local
Bom,Baixo,36,Em dia,Rádio/televisão,4795,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,1,Desconhecido/nenhum,30,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,27,Em dia,Rádio/televisão,3416,Minimo,good-to-4,3,Homem - solteiro,none,2,Carro/outro,27,none,Dono,1,Alta qualificação,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,18,Em dia,Móveis/equipamentos,2462,Minimo,good-to-4,2,Homem - solteiro,none,2,Carro/outro,22,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,21,Crítico,Móveis/equipamentos,2288,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,23,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,48,Pagamento pelo banco,Negócios,3566,Baixo,4-to-7,4,Homem - solteiro,none,2,Carro/outro,30,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,6,Crítico,Carro novo,860,Minimo,7-+,1,Mulher - divorciada/separada/casada,none,4,Desconhecido/nenhum,39,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Crítico,Carro novo,682,Baixo,4-to-7,4,Mulher - divorciada/separada/casada,none,3,Carro/outro,51,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,36,Crítico,Móveis/equipamentos,5371,Minimo,good-to-4,3,Homem - solteiro,Fiador,2,Acordo de poupança/seguro de vida,28,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Crítico,Rádio/televisão,1582,Alto,7-+,4,Homem - solteiro,none,4,Carro/outro,46,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,6,Em dia,Rádio/televisão,1346,Baixo,7-+,2,Homem - solteiro,none,4,Desconhecido/nenhum,42,bank,for-free,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,10,Em dia,Rádio/televisão,1924,Minimo,good-to-4,1,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,38,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Local
Bom,estavel,36,Em dia,Rádio/televisão,5848,Minimo,good-to-4,4,Homem - solteiro,none,1,Carro/outro,24,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,24,Crítico,Carro usado,7758,Alto,7-+,2,Mulher - divorciada/separada/casada,none,4,Desconhecido/nenhum,29,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,24,Atraso passado,Negócios,6967,Baixo,4-to-7,4,Homem - solteiro,none,4,Carro/outro,36,none,Aluguel,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,12,Em dia,Móveis/equipamentos,1282,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,none,4,Carro/outro,20,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,9,Crítico,Reparos,1288,Baixo,7-+,3,Homem - solteiro,Fiador,4,Imóvel,48,none,Dono,2,Funcionário qualificado,2,Sem Telefone,Trabalhador Local
Bom,negativo,12,Pagamento pelo banco,Requalificação,339,Minimo,7-+,4,Homem - casado/viúvo,none,1,Carro/outro,45,bank,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,24,Em dia,Carro novo,3512,Baixo,4-to-7,2,Homem - solteiro,none,3,Carro/outro,38,bank,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,6,Crítico,Rádio/televisão,1898,none,good-to-4,1,Homem - solteiro,none,2,Imóvel,34,none,Dono,2,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Crítico,Rádio/televisão,2872,Baixo,7-+,3,Homem - solteiro,none,4,Imóvel,36,none,Dono,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,18,Crítico,Carro novo,1055,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,1,Acordo de poupança/seguro de vida,30,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,15,Em dia,Eletrodomésticos,1262,Medio,4-to-7,4,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,36,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,10,Em dia,Carro novo,7308,Minimo,Desempregado,2,Homem - solteiro,none,4,Desconhecido/nenhum,70,bank,for-free,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,36,Em dia,Carro novo,909,Medio,7-+,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,36,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,6,Em dia,Móveis/equipamentos,2978,Medio,good-to-4,1,Homem - solteiro,none,2,Carro/outro,32,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,18,Em dia,Móveis/equipamentos,1131,Minimo,Desempregado,4,Mulher - divorciada/separada/casada,none,2,Carro/outro,33,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,11,Em dia,Móveis/equipamentos,1577,Alto,Menos de 1,4,Mulher - divorciada/separada/casada,none,1,Imóvel,20,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Em dia,Móveis/equipamentos,3972,Minimo,4-to-7,2,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,25,none,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,24,Crítico,Negócios,1935,Minimo,7-+,4,Homem - divorciado/separado,none,4,Imóvel,31,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,15,Totalmente pago,Carro novo,950,Minimo,7-+,4,Homem - solteiro,none,3,Carro/outro,33,none,Aluguel,2,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Em dia,Móveis/equipamentos,763,Minimo,good-to-4,4,Mulher - divorciada/separada/casada,none,1,Imóvel,26,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,24,Atraso passado,Móveis/equipamentos,2064,Minimo,Desempregado,3,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,34,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,8,Em dia,Rádio/televisão,1414,Minimo,good-to-4,4,Homem - solteiro,Fiador,2,Imóvel,33,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Local
Ruim,negativo,21,Atraso passado,Educação,3414,Minimo,Menos de 1,2,Homem - solteiro,none,1,Acordo de poupança/seguro de vida,26,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,30,Pagamento pelo banco,Carro usado,7485,none,Desempregado,4,Mulher - divorciada/separada/casada,none,1,Imóvel,53,bank,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Móveis/equipamentos,2577,Minimo,good-to-4,2,Homem - divorciado/separado,none,1,Carro/outro,42,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,6,Crítico,Rádio/televisão,338,Medio,7-+,4,Homem - solteiro,none,4,Carro/outro,52,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Em dia,Rádio/televisão,1963,Minimo,4-to-7,4,Homem - solteiro,none,2,Carro/outro,31,none,Aluguel,2,Alta qualificação,2,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,21,Crítico,Carro novo,571,Minimo,7-+,4,Homem - solteiro,none,4,Imóvel,65,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,36,Atraso passado,Negócios,9572,Minimo,Menos de 1,1,Homem - divorciado/separado,none,1,Carro/outro,28,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,36,Atraso passado,Negócios,4455,Minimo,good-to-4,2,Homem - divorciado/separado,none,2,Imóvel,30,stores,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,21,Pagamento pelo banco,Carro novo,1647,none,good-to-4,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,40,none,Dono,2,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Crítico,Móveis/equipamentos,3777,Alto,good-to-4,4,Homem - solteiro,none,4,Imóvel,50,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,18,Crítico,Carro novo,884,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,36,bank,Dono,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,15,Crítico,Rádio/televisão,1360,Minimo,good-to-4,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,31,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,9,Pagamento pelo banco,Carro usado,5129,Minimo,7-+,2,Mulher - divorciada/separada/casada,none,4,Desconhecido/nenhum,74,bank,for-free,1,Alta qualificação,2,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,16,Crítico,Carro novo,1175,Minimo,Desempregado,2,Homem - solteiro,none,3,Carro/outro,68,none,for-free,3,Não qualificado/não residente,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,12,Em dia,Rádio/televisão,674,Baixo,4-to-7,4,Homem - casado/viúvo,none,1,Acordo de poupança/seguro de vida,20,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,18,Totalmente pago,Móveis/equipamentos,3244,Minimo,good-to-4,1,Mulher - divorciada/separada/casada,none,4,Carro/outro,33,bank,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,none,24,Em dia,Negócios,4591,Alto,good-to-4,2,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,54,none,Dono,3,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,48,Totalmente pago,Negócios,3844,Baixo,4-to-7,4,Homem - solteiro,none,4,Desconhecido/nenhum,34,none,for-free,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,27,Em dia,Negócios,3915,Minimo,good-to-4,4,Homem - solteiro,none,2,Carro/outro,36,none,Dono,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,6,Em dia,Rádio/televisão,2108,Minimo,4-to-7,2,Homem - casado/viúvo,none,2,Imóvel,29,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,45,Em dia,Rádio/televisão,3031,Baixo,good-to-4,4,Homem - solteiro,Fiador,4,Acordo de poupança/seguro de vida,21,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,9,Crítico,Educação,1501,Minimo,7-+,2,Mulher - divorciada/separada/casada,none,3,Carro/outro,34,none,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,6,Crítico,Rádio/televisão,1382,Minimo,good-to-4,1,Mulher - divorciada/separada/casada,none,1,Carro/outro,28,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,12,Em dia,Móveis/equipamentos,951,Baixo,Menos de 1,4,Mulher - divorciada/separada/casada,none,4,Carro/outro,27,bank,Aluguel,4,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,24,Em dia,Carro usado,2760,none,7-+,4,Homem - solteiro,none,4,Desconhecido/nenhum,36,bank,for-free,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,18,Atraso passado,Móveis/equipamentos,4297,Minimo,7-+,4,Homem - divorciado/separado,none,3,Desconhecido/nenhum,40,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,9,Crítico,Educação,936,Medio,7-+,4,Homem - solteiro,none,2,Carro/outro,52,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Carro novo,1168,Minimo,good-to-4,4,Homem - casado/viúvo,none,3,Imóvel,27,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,27,Atraso passado,Negócios,5117,Minimo,4-to-7,3,Homem - solteiro,none,4,Carro/outro,26,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,12,Em dia,Requalificação,902,Minimo,4-to-7,4,Homem - casado/viúvo,none,4,Acordo de poupança/seguro de vida,21,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Crítico,Carro novo,1495,Minimo,7-+,4,Homem - solteiro,none,1,Imóvel,38,none,Dono,2,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,30,Crítico,Carro usado,10623,Minimo,7-+,3,Homem - solteiro,none,4,Desconhecido/nenhum,38,none,for-free,3,Alta qualificação,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Crítico,Móveis/equipamentos,1935,Minimo,7-+,4,Homem - solteiro,none,4,Imóvel,43,none,Dono,3,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,12,Crítico,Eletrodomésticos,1424,Minimo,4-to-7,4,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,26,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,24,Em dia,Negócios,6568,Minimo,good-to-4,2,Homem - casado/viúvo,none,2,Carro/outro,21,stores,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Em dia,Carro usado,1413,Alto,4-to-7,3,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,55,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Local
Bom,none,9,Crítico,Rádio/televisão,3074,none,good-to-4,1,Homem - solteiro,none,2,Imóvel,33,none,Dono,2,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,36,Em dia,Rádio/televisão,3835,none,7-+,2,Mulher - divorciada/separada/casada,none,4,Imóvel,45,none,Dono,1,Residente não qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,27,Totalmente pago,Negócios,5293,Minimo,Desempregado,2,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,50,stores,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,estavel,30,Atraso passado,Negócios,1908,Minimo,7-+,4,Homem - solteiro,none,4,Imóvel,66,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,36,Crítico,Rádio/televisão,3342,none,7-+,4,Homem - solteiro,none,2,Carro/outro,51,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,6,Crítico,Requalificação,932,none,4-to-7,1,Mulher - divorciada/separada/casada,none,3,Acordo de poupança/seguro de vida,39,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,18,Totalmente pago,Negócios,3104,Minimo,4-to-7,3,Homem - solteiro,none,1,Acordo de poupança/seguro de vida,31,bank,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,36,Em dia,Rádio/televisão,3913,Minimo,good-to-4,2,Homem - solteiro,none,2,Imóvel,23,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,24,Em dia,Móveis/equipamentos,3021,Minimo,good-to-4,2,Homem - divorciado/separado,none,2,Imóvel,24,none,Aluguel,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,10,Em dia,Carro novo,1364,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,none,4,Carro/outro,64,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,12,Em dia,Rádio/televisão,625,Minimo,Menos de 1,4,Homem - casado/viúvo,Fiador,1,Imóvel,26,bank,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Educação,1200,none,good-to-4,4,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,23,bank,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Em dia,Rádio/televisão,707,Minimo,good-to-4,4,Homem - solteiro,none,2,Imóvel,30,bank,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Atraso passado,Negócios,2978,none,good-to-4,4,Homem - solteiro,none,4,Imóvel,32,none,Dono,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,15,Em dia,Carro usado,4657,Minimo,good-to-4,3,Homem - solteiro,none,2,Carro/outro,30,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,36,Totalmente pago,Reparos,2613,Minimo,good-to-4,4,Homem - solteiro,none,2,Carro/outro,27,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,48,Em dia,Rádio/televisão,10961,Alto,4-to-7,1,Homem - solteiro,Co-requerente,2,Desconhecido/nenhum,27,bank,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,12,Em dia,Móveis/equipamentos,7865,Minimo,7-+,4,Homem - solteiro,none,4,Desconhecido/nenhum,53,none,for-free,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,none,9,Em dia,Rádio/televisão,1478,Minimo,4-to-7,4,Homem - solteiro,none,2,Carro/outro,22,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
